Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Peas & beans (Pulses),2010,Kharif     ,Karnataka,4019.0,35992,1317.7,667596.09,964.56,8.276842105
Potato,2005,Whole Year ,Andhra Pradesh,3275.0,29564,1075.5,392738.0,687.75,8.895
Banana,2015,Whole Year ,Kerala,59834.61,536155,2602.9,9448483.265,19745.4213,8.779285714
Rapeseed &Mustard,2002,Rabi       ,Bihar,90072.0,62026,1105.8,8527116.24,22518.0,0.699189189
Small millets,2002,Kharif     ,Jammu and Kashmir,470.0,90,933.2,44494.9,117.5,0.19
Barley,2003,Rabi       ,Chhattisgarh,4354.0,4337,1643.7,430958.92,1044.96,0.895714286
Soyabean,2012,Kharif     ,Manipur,4855.0,3941,1176.7,732134.0,1505.05,0.793333333
Banana,2017,Whole Year ,Kerala,62108.0,565829,2664.8,9778283.52,23601.04,8.570714286
Dry chillies,2008,Kharif     ,Karnataka,109185.0,101341,1164.1,15617822.4,9826.65,1.025714286
Masoor,2006,Rabi       ,Bihar,167871.0,121853,1052.8,21438805.41,36931.62,0.68972973
Groundnut,2006,Summer     ,Odisha,42429.0,54800,1716.9,5418607.59,9334.38,1.179285714
Gram,2018,Rabi       ,Andhra Pradesh,477851.0,242641,1220.5,77507432.2,167247.85,1.027272727
Moong(Green Gram),1998,Kharif     ,West Bengal,822.0,429,2152.5,81213.6,238.38,0.5075
Groundnut,2002,Kharif     ,West Bengal,1368.0,1317,1629.1,129508.56,342.0,1.1625
Linseed,2015,Rabi       ,West Bengal,6191.0,2275,1717.0,977620.81,2043.03,0.350714286
Safflower,2004,Rabi       ,Madhya Pradesh,1205.0,328,895.7,130549.7,253.05,0.265882353
Sweet potato,2009,Kharif     ,Meghalaya,4398.0,14053,2995.9,685296.36,747.66,3.611428571
Bajra,2000,Rabi       ,Andhra Pradesh,14229.0,12524,935.6,1396860.93,3699.54,0.883125
Moong(Green Gram),2002,Rabi       ,Puducherry,1017.0,201,1434.5875,96279.39,254.25,0.403333333
Rice,2008,Kharif     ,Tripura,242966.0,627175,1827.8,34753856.64,21866.94,2.525
Wheat,2008,Rabi       ,Haryana,2461420.0,11360000,715.6,352081516.8,221527.8,4.437142857
Masoor,2018,Rabi       ,Nagaland,2180.0,1790,1372.7,353596.0,763.0,0.822222222
Urad,2017,Kharif     ,Tamil Nadu,58422.0,53226,970.9,9197959.68,22200.36,0.892
Masoor,2004,Rabi       ,Nagaland,2530.0,1100,1711.5,274100.2,531.3,0.43875
Ginger,2014,Kharif     ,Telangana,2186.0,16540,746.4,329998.56,721.38,7.78
Linseed,2019,Rabi       ,West Bengal,4055.0,2098,1733.4,696486.8,1500.35,0.515625
Moong(Green Gram),2012,Summer     ,Uttar Pradesh,37511.0,30562,746.3,5656658.8,11628.41,0.764029851
Sunflower,2006,Rabi       ,Karnataka,583983.0,175417,1146.3,74580468.93,128476.26,0.612608696
Gram,2017,Rabi       ,Chhattisgarh,335025.0,331674,1124.5,52746336.0,127309.5,0.9324
Urad,2012,Kharif     ,Madhya Pradesh,621877.0,255340,1049.5,93779051.6,192781.87,0.4268
Maize,2016,Rabi       ,Karnataka,87280.0,262415,1147.2,13375660.0,30548.0,2.6956
Rice,1998,Summer     ,Kerala,57700.0,144872,3151.5,5700760.0,16733.0,2.116153846
Other Kharif pulses,1997,Kharif     ,Bihar,15730.0,9337,1303.7,1497024.1,4876.3,0.572830189
Wheat,2019,Whole Year ,Kerala,1.0,2,3119.2,171.76,0.37,2.0
Jowar,2011,Summer     ,Puducherry,1.0,2,1434.5875,167.52,0.33,2.0
Other  Rabi pulses,1999,Rabi       ,Bihar,4033.0,3352,1402.7,428022.29,1088.91,0.823636364
Sesamum,2003,Kharif     ,Tamil Nadu,83835.0,29004,345.6,8297988.3,20120.4,0.347142857
Barley,2009,Whole Year ,Madhya Pradesh,75065.0,97660,904.1,11696628.3,12761.05,1.586052632
Urad,2016,Kharif     ,Bihar,12983.0,11491,1205.6,1989644.75,4544.05,0.904137931
Moong(Green Gram),1998,Kharif     ,Maharashtra,649100.0,375700,1314.8,64131080.0,188239.0,0.603928571
Urad,2019,Summer     ,Uttar Pradesh,45487.0,32575,814.5,7812847.12,16830.19,0.788070175
Other Kharif pulses,2011,Kharif     ,Himachal Pradesh,1827.0,524,1108.3,306059.04,602.91,0.353333333
Garlic,2017,Rabi       ,Telangana,189.0,265,815.7,29756.16,71.82,1.391666667
Gram,2008,Rabi       ,Punjab,2900.0,3400,691.3,414816.0,261.0,1.1375
Other  Rabi pulses,2008,Rabi       ,Karnataka,30396.0,8896,1164.1,4347843.84,2735.64,0.290714286
Jowar,2009,Kharif     ,Kerala,2547.0,1305,2821.5,396873.54,432.99,0.6675
Cotton(lint),2010,Kharif     ,Jammu and Kashmir,27.0,15,1352.0,4484.97,6.48,0.57
Soyabean,1999,Kharif     ,Nagaland,12500.0,14000,1782.2,1326625.0,3375.0,1.121428571
Other  Rabi pulses,2015,Rabi       ,Uttarakhand,4.0,4,1247.6,631.64,1.32,1.0
Horse-gram,2018,Rabi       ,Andhra Pradesh,61676.0,27729,1220.5,10003847.2,21586.6,0.555384615
Urad,2011,Kharif     ,Gujarat,96200.0,67600,890.5,16115424.0,31746.0,0.7364
Turmeric,2002,Whole Year ,Odisha,23640.0,33700,1102.8,2237998.8,5910.0,2.164827586
Mesta,2016,Kharif     ,Nagaland,1880.0,2090,1959.8,288110.0,658.0,1.098181818
Ginger,2008,Whole Year ,Chhattisgarh,1857.0,2107,1117.9,265625.28,167.13,1.2475
Rapeseed &Mustard,2001,Rabi       ,Punjab,5000.0,6500,479.3,510650.0,1300.0,1.262941176
Mesta,2002,Kharif     ,Meghalaya,4513.0,20599,4355.3,427245.71,1128.25,4.706666667
Other Kharif pulses,2017,Kharif     ,West Bengal,7822.0,6327,1830.0,1231495.68,2972.36,0.66
Masoor,2008,Rabi       ,Tripura,352.0,268,1827.8,50350.08,31.68,0.82
Small millets,1997,Whole Year ,West Bengal,5046.0,3222,1852.9,480227.82,1564.26,0.626666667
Horse-gram,2001,Kharif     ,Bihar,14349.0,11520,1247.0,1465463.37,3730.74,0.781904762
Ragi,2013,Winter     ,Odisha,40637.0,34102,1632.4,5871640.13,10971.99,0.858333333
Wheat,2014,Rabi       ,Manipur,2160.0,5620,987.5,326073.6,712.8,2.631666667
Ragi,2016,Winter     ,Odisha,32617.0,23981,1460.5,4998555.25,11415.95,0.702727273
Bajra,2007,Summer     ,Gujarat,193400.0,454900,1021.6,25799560.0,30944.0,2.34952381
Potato,2008,Rabi       ,Himachal Pradesh,3889.0,24702,1357.1,556282.56,350.01,4.299
Sesamum,2008,Kharif     ,Meghalaya,1623.0,891,3114.3,232153.92,146.07,0.658333333
Horse-gram,2007,Kharif     ,Madhya Pradesh,23989.0,7716,740.4,3200132.6,3838.24,0.286666667
Sweet potato,1999,Whole Year ,Kerala,989.0,10698,2914.6,104962.57,267.03,11.79636364
Sesamum,2019,Rabi       ,Andhra Pradesh,32989.0,12129,899.2,5666190.64,12205.93,0.333076923
Bajra,2002,Kharif     ,Uttar Pradesh,831306.0,1072525,664.0,78699739.02,207826.5,1.176323529
Turmeric,2017,Whole Year ,Arunachal Pradesh,810.0,3686,2745.5,127526.4,307.8,4.398
Other Kharif pulses,2014,Kharif     ,Nagaland,10460.0,12520,1333.3,1579041.6,3451.8,1.174
Sweet potato,2003,Whole Year ,Haryana,77.0,1600,592.3,7621.46,18.48,16.482
Moong(Green Gram),2015,Kharif     ,Punjab,6400.0,4290,512.6,1010624.0,2112.0,0.699230769
Tapioca,2012,Whole Year ,Kerala,69586.0,2458515,2187.6,10493568.8,21571.66,35.29428571
Rice,2013,Autumn     ,West Bengal,210036.0,493651,1939.9,30348101.64,56709.72,2.252777778
Onion,2008,Whole Year ,Madhya Pradesh,40146.0,582438,895.0,5742483.84,3613.14,12.0858
Small millets,1997,Kharif     ,Sikkim,5000.0,4730,2804.1,475850.0,1550.0,0.945
Ginger,2007,Whole Year ,Chhattisgarh,1836.0,2037,1246.2,244922.4,293.76,1.184705882
Sunflower,2011,Kharif     ,Haryana,2978.0,3100,471.5409091,498874.56,982.74,1.266666667
Rapeseed &Mustard,2001,Rabi       ,Sikkim,5800.0,3791,2372.5,592354.0,1508.0,0.6075
Cotton(lint),1997,Whole Year ,Haryana,631000.0,1107000,661.2,60052270.0,195610.0,1.552727273
Wheat,2003,Rabi       ,Gujarat,759500.0,2036500,902.5,75175310.0,182280.0,2.68875
Cardamom,2014,Whole Year ,Tamil Nadu,3992.0,361,911.3,602632.32,1317.36,0.07
Horse-gram,2016,Kharif     ,Nagaland,500.0,530,1959.8,76625.0,175.0,1.040909091
Horse-gram,2005,Kharif     ,Madhya Pradesh,27053.0,7475,1032.7,3244195.76,5681.13,0.266666667
Rice,2005,Autumn     ,Puducherry,5348.0,15278,1434.5875,641332.16,1123.08,2.57
Ragi,2017,Autumn     ,West Bengal,3379.0,3368,1830.0,531989.76,1284.02,0.82
Cotton(lint),2001,Kharif     ,Andhra Pradesh,1107852.0,1876698,928.4,113144924.8,288041.52,1.820454545
Bajra,2015,Kharif     ,Madhya Pradesh,269000.0,617000,1000.7,42477790.0,88770.0,1.330714286
Dry chillies,2012,Rabi       ,Karnataka,5430.0,14836,956.2,818844.0,1683.3,2.660769231
Sugarcane,2006,Whole Year ,West Bengal,16583.0,1266705,1631.4,2117814.93,3648.26,79.200625
Banana,2004,Whole Year ,Manipur,3870.0,49770,1613.3,419275.8,812.7,12.88111111
Arhar/Tur,2008,Kharif     ,Bihar,28141.0,33149,1197.7,4025288.64,2532.69,1.255833333
Wheat,2007,Rabi       ,Andhra Pradesh,8000.0,8000,1004.2,1067200.0,1280.0,1.0
Moth,2005,Kharif     ,Punjab,300.0,300,566.7,35976.0,63.0,1.0
Urad,2017,Kharif     ,Uttarakhand,12884.0,9838,1475.8,2028456.96,4895.92,0.919230769
Sesamum,2008,Kharif     ,Uttarakhand,2228.0,478,1363.7,318693.12,200.52,0.2125
Dry chillies,2017,Whole Year ,Tamil Nadu,44120.0,18108,970.9,6946252.8,16765.6,0.707741935
Horse-gram,2012,Kharif     ,Himachal Pradesh,1910.0,744,1035.0,288028.0,592.1,0.622
Rapeseed &Mustard,2002,Rabi       ,Tamil Nadu,585.0,142,315.9,55381.95,146.25,0.206
Barley,2001,Rabi       ,Nagaland,4000.0,8000,1532.0,408520.0,1040.0,2.00875
Sannhamp,2003,Whole Year ,Madhya Pradesh,5584.0,11127,1163.0,552704.32,1340.16,2.155777778
Turmeric,2002,Whole Year ,Manipur,330.0,230,1743.7,31241.1,82.5,0.803333333
Maize,2016,Kharif     ,Uttarakhand,21692.0,36649,1580.9,3324299.0,7592.2,1.57
Mesta,2013,Kharif     ,West Bengal,8443.0,110666,1939.9,1219929.07,2279.61,11.676
Sugarcane,2000,Whole Year ,Uttarakhand,116478.0,6831440,1413.4,11434645.26,30284.28,58.175
Barley,2007,Kharif     ,Jammu and Kashmir,560.0,147,1042.2,74704.0,89.6,0.26
Rice,2007,Autumn     ,Odisha,742000.0,814000,1633.8,98982800.0,118720.0,1.082857143
Bajra,2011,Kharif     ,Punjab,3000.0,3000,705.2,502560.0,990.0,1.0
Safflower,1999,Rabi       ,West Bengal,60.0,19,2318.1,6367.8,16.2,0.542
Jowar,2001,Kharif     ,Haryana,103814.0,22000,483.8,10602523.82,26991.64,0.12
Gram,2007,Rabi       ,Uttar Pradesh,504777.0,376040,672.9,67337251.8,80764.32,0.908695652
Soyabean,1997,Kharif     ,Uttar Pradesh,52761.0,51936,473.9,5021264.37,16355.91,0.875641026
Coconut ,2005,Whole Year ,Tamil Nadu,370515.0,4867100000,1364.1,44432158.8,77808.15,11777.93172
Soyabean,2005,Kharif     ,Uttarakhand,12885.0,15860,1353.3,1545169.2,2705.85,0.858181818
Sesamum,2007,Kharif     ,Uttarakhand,1961.0,445,1924.3,261597.4,313.76,0.243846154
Safflower,2010,Rabi       ,Madhya Pradesh,376.0,84,856.3,62457.36,90.24,0.356666667
Castor seed,2016,Kharif     ,Karnataka,9527.0,4722,1147.2,1460012.75,3334.45,0.506086957
Rice,2002,Kharif     ,Manipur,153110.0,335700,1743.7,14494923.7,38277.5,2.034444444
Soyabean,2016,Rabi       ,Telangana,33.0,32,942.6,5057.25,11.55,0.985
Cashewnut,2016,Whole Year ,Kerala,41661.0,27944,2924.3,6384548.25,14581.35,0.347142857
Moong(Green Gram),2003,Kharif     ,Punjab,18900.0,15800,451.7,1870722.0,4536.0,0.815384615
Mesta,2014,Whole Year ,Karnataka,261.0,293,1238.5,39400.56,86.13,1.123333333
other oilseeds,2019,Kharif     ,Jammu and Kashmir,2.0,1,1324.1,343.52,0.74,0.5
Rapeseed &Mustard,2014,Kharif     ,Jammu and Kashmir,21.0,37,1278.4,3170.16,6.93,1.74
Rapeseed &Mustard,2005,Rabi       ,Chhattisgarh,57193.0,18185,1292.7,6858584.56,12010.53,0.305625
Masoor,2003,Rabi       ,West Bengal,69380.0,53186,1526.7,6867232.4,16651.2,0.669411765
Potato,2007,Kharif     ,Karnataka,54981.0,181310,1323.3,7334465.4,8796.96,5.07
Wheat,2005,Rabi       ,Tripura,1750.0,3184,1765.9,209860.0,367.5,1.8325
Masoor,2014,Rabi       ,Telangana,54.0,21,746.4,8151.84,17.82,0.39
Other  Rabi pulses,2006,Rabi       ,Meghalaya,2167.0,1706,2454.7,276747.57,476.74,0.76
Rice,2000,Rabi       ,Goa,16207.0,45555,3886.9,1591041.19,4213.82,2.81
Bajra,2011,Summer     ,Karnataka,3193.0,3328,1178.986364,534891.36,1053.69,1.013333333
Castor seed,2005,Kharif     ,Tamil Nadu,8391.0,2777,1364.1,1006248.72,1762.11,0.313333333
Sesamum,2017,Kharif     ,Arunachal Pradesh,2050.0,1828,2745.5,322752.0,779.0,0.83125
Bajra,2003,Kharif     ,Uttarakhand,3.0,3,1734.3,296.94,0.72,1.0
Groundnut,2007,Kharif     ,Karnataka,736971.0,538923,1323.3,98311931.4,117915.36,0.732592593
Sunflower,2016,Kharif     ,Arunachal Pradesh,540.0,433,2933.7,82755.0,189.0,0.818
Rice,2008,Rabi       ,Andhra Pradesh,1584140.0,5861498,944.6,226595385.6,142572.6,3.236818182
Bajra,2000,Kharif     ,Karnataka,461048.0,340498,1213.3,45261082.16,119872.48,0.662352941
Maize,2019,Kharif     ,Gujarat,300503.0,449952,1067.8,51614395.28,111186.11,1.603636364
Wheat,2005,Rabi       ,Uttarakhand,379237.0,642216,1353.3,45478101.04,79639.77,1.353076923
Banana,2006,Whole Year ,Manipur,4200.0,54020,1533.561905,536382.0,924.0,12.8725
Onion,2005,Whole Year ,Madhya Pradesh,37656.0,575949,1032.7,4515707.52,7907.76,14.14979167
Moong(Green Gram),2003,Rabi       ,Madhya Pradesh,13.0,3,1163.0,1286.74,3.12,0.23
Groundnut,2007,Whole Year ,Tamil Nadu,535211.0,1047586,1067.2,71397147.4,85633.76,1.850357143
Onion,2016,Rabi       ,Gujarat,42408.0,1104672,710.5,6499026.0,14842.8,26.38703704
Peas & beans (Pulses),1998,Rabi       ,Manipur,850.0,430,1855.0,83980.0,246.5,0.545
Sannhamp,2001,Whole Year ,Jammu and Kashmir,271.0,134,953.8,27677.23,70.46,0.49
Gram,2010,Rabi       ,Madhya Pradesh,2882264.0,2262577,856.3,478772873.0,691743.36,0.781
Rice,2011,Summer     ,Puducherry,2015.0,5831,1434.5875,337552.8,664.95,2.49
Jowar,2015,Kharif     ,Karnataka,104738.0,119397,1024.9,16539177.58,34563.54,1.135789474
Safflower,2010,Kharif     ,Bihar,70.0,56,629.2,11627.7,16.8,0.795
Sugarcane,2008,Whole Year ,Tamil Nadu,308800.0,32798888,1201.9,44170752.0,27792.0,111.4553333
Maize,2013,Summer     ,Odisha,3591.0,10430,1632.4,518863.59,969.57,1.905454545
Dry chillies,2015,Whole Year ,Meghalaya,2292.0,2127,3870.8,361929.72,756.36,1.123636364
Ragi,2004,Summer     ,Odisha,261.0,213,1290.4,28276.74,54.81,0.802
Sugarcane,2011,Whole Year ,Manipur,5750.0,333000,1533.561905,963240.0,1897.5,57.67333333
Sesamum,2002,Kharif     ,Karnataka,74423.0,29253,860.8,7045625.41,18605.75,0.4028
Onion,1998,Whole Year ,Gujarat,52200.0,1462100,775.6,5157360.0,15138.0,30.61888889
Garlic,2008,Rabi       ,Uttar Pradesh,33421.0,196850,891.6,4780539.84,3007.89,5.909104478
Wheat,2005,Rabi       ,Sikkim,5740.0,9250,2041.6,688340.8,1205.4,1.5525
Linseed,2012,Rabi       ,Bihar,21969.0,19046,924.1,3312925.2,6810.39,0.868285714
Moong(Green Gram),2003,Kharif     ,Nagaland,2000.0,3000,1709.8,197960.0,480.0,1.49375
Other  Rabi pulses,2014,Rabi       ,Mizoram,1578.3,2245,2029.9,238260.168,520.839,1.315
Gram,2001,Rabi       ,Assam,2463.0,1295,1824.7,251546.19,640.38,0.466190476
Dry chillies,2015,Kharif     ,Karnataka,88799.0,77057,1024.9,14022250.09,29303.67,1.017586207
Ginger,2013,Whole Year ,Arunachal Pradesh,6861.0,55073,2042.9,991345.89,1852.47,6.807647059
Other Cereals,2018,Kharif     ,Gujarat,1300.0,1224,1125.4,210860.0,455.0,0.873076923
Rice,2000,Kharif     ,Gujarat,583500.0,472600,379.7,57282195.0,151710.0,0.8725
Rapeseed &Mustard,2004,Rabi       ,Gujarat,291200.0,404900,719.8,31548608.0,61152.0,1.452380952
Maize,2016,Kharif     ,Telangana,636407.0,1756790,942.6,97529372.75,222742.45,3.304333333
Bajra,2001,Whole Year ,Chhattisgarh,282.0,11012,1550.0,28800.66,73.32,37.904
Peas & beans (Pulses),2009,Kharif     ,Nagaland,2050.0,2250,1225.9,319431.0,348.5,1.096
Rapeseed &Mustard,1998,Rabi       ,Himachal Pradesh,10551.0,5733,1381.6,1042438.8,3059.79,0.745833333
Cotton(lint),2018,Kharif     ,Tamil Nadu,70023.0,151758,986.2,11357730.6,24508.05,2.13
Small millets,2001,Kharif     ,Uttarakhand,74526.0,83951,1541.3,7611340.38,19376.76,1.126363636
Urad,2016,Kharif     ,Chhattisgarh,90063.0,29375,1298.9,13802154.75,31522.05,0.342592593
Other  Rabi pulses,2019,Rabi       ,Himachal Pradesh,9080.0,36316,1217.7,1559580.8,3359.6,4.0
Peas & beans (Pulses),2013,Rabi       ,Chhattisgarh,13319.0,4821,1418.3,1924462.31,3596.13,0.33625
Jowar,2008,Rabi       ,Gujarat,50000.0,42900,746.1,7152000.0,4500.0,0.9475
Coriander,2016,Rabi       ,Uttar Pradesh,7002.0,3652,965.3,1073056.5,2450.7,0.533283582
Tobacco,2005,Kharif     ,Jammu and Kashmir,4.0,2,1721.8,479.68,0.84,0.325
Cotton(lint),2003,Kharif     ,Tamil Nadu,97777.0,119687,345.6,9677967.46,23466.48,1.504615385
Onion,2001,Whole Year ,Jammu and Kashmir,518.0,1159,953.8,52903.34,134.68,1.86
Potato,2012,Whole Year ,Manipur,15000.0,127000,1176.7,2262000.0,4650.0,8.478888889
Small millets,2012,Kharif     ,Chhattisgarh,137382.0,31034,1366.8,20717205.6,42588.42,0.257777778
Jowar,2018,Kharif     ,Andhra Pradesh,15114.0,1957,1220.5,2451490.8,5289.9,0.206363636
Barley,2016,Rabi       ,Punjab,8300.0,31500,635.9,1271975.0,2905.0,3.753333333
Moong(Green Gram),2002,Kharif     ,Maharashtra,762300.0,376100,967.4,72166941.0,190575.0,0.573636364
Sesamum,2007,Kharif     ,Haryana,2741.0,1000,443.8,365649.4,438.56,0.206842105
Ragi,1997,Kharif     ,Karnataka,897921.0,1214282,1266.7,85455141.57,278355.51,1.191333333
Soyabean,2013,Kharif     ,Uttar Pradesh,25502.0,14688,995.2,3684783.98,6885.54,0.57
Bajra,2000,Kharif     ,Jammu and Kashmir,13340.0,6188,989.5,1309587.8,3468.4,0.536
Masoor,1998,Rabi       ,Punjab,4800.0,3200,588.6,474240.0,1392.0,0.73125
Sannhamp,2016,Kharif     ,Jammu and Kashmir,25.0,22,902.8,3831.25,8.75,0.806666667
Tapioca,2019,Kharif     ,Andhra Pradesh,6986.0,84845,899.2,1199915.36,2584.82,13.61166667
Rice,2007,Winter     ,Bihar,2842665.0,3967956,1600.2,379211511.0,454826.4,1.260789474
Sunflower,2002,Summer     ,Maharashtra,4600.0,3400,967.4,435482.0,1150.0,0.866428571
Castor seed,2018,Kharif     ,Haryana,2232.0,1505,533.2,362030.4,781.2,0.694545455
Masoor,2003,Rabi       ,Uttar Pradesh,571992.0,515023,1075.6,56615768.16,137278.08,0.887142857
Maize,2007,Kharif     ,Tripura,2123.0,2125,2831.8,283208.2,339.68,0.995
Groundnut,2018,Winter     ,Odisha,1977.0,2669,1635.9,320669.4,691.95,1.4975
Peas & beans (Pulses),2005,Kharif     ,Karnataka,4174.0,25514,1316.2,500546.08,876.54,5.612105263
Rice,2001,Kharif     ,Delhi,6405.0,12063,611.9,654142.65,1665.3,1.88
Khesari,2014,Rabi       ,Chhattisgarh,338202.0,297877,1274.7,51054973.92,111606.66,0.924347826
Guar seed,2018,Kharif     ,Haryana,213957.0,182174,533.2,34703825.4,74884.95,0.86
Soyabean,2017,Kharif     ,Meghalaya,1857.0,3524,4472.3,292366.08,705.66,2.148181818
Groundnut,2012,Kharif     ,Haryana,2606.0,3071,307.9,392984.8,807.86,1.058
Horse-gram,2014,Kharif     ,Haryana,300.0,300,301.3,45288.0,99.0,1.0
Arhar/Tur,2013,Kharif     ,Gujarat,209870.0,208963,1006.5,30324116.3,56664.9,0.961666667
Jute,2017,Autumn     ,Odisha,947.0,2360,1344.4,149095.68,359.86,2.055
Maize,2008,Kharif     ,Uttarakhand,26780.0,36287,1363.7,3830611.2,2410.2,1.197692308
Wheat,2013,Rabi       ,Nagaland,3000.0,5470,1350.9,433470.0,810.0,1.824444444
Maize,2017,Rabi       ,Manipur,7120.0,17250,1780.0,1120972.8,2705.6,2.426666667
Groundnut,2000,Summer     ,Gujarat,32600.0,58600,379.7,3200342.0,8476.0,1.504736842
Ragi,1998,Kharif     ,Gujarat,19700.0,20400,775.6,1946360.0,5713.0,0.853333333
Onion,2002,Whole Year ,Jammu and Kashmir,495.0,1107,933.2,46861.65,123.75,1.975714286
Groundnut,2000,Kharif     ,Haryana,340.0,200,383.7,33377.8,88.4,0.204166667
Bajra,2006,Kharif     ,Madhya Pradesh,183115.0,251783,1072.3,23385616.65,40285.3,1.054545455
Cotton(lint),2014,Whole Year ,Chhattisgarh,59.0,75,1274.7,8906.64,19.47,0.976666667
Gram,2004,Rabi       ,Jammu and Kashmir,270.0,162,1032.1,29251.8,56.7,0.615
Sesamum,2018,Kharif     ,Chhattisgarh,16557.0,5729,1515.5,2685545.4,5794.95,0.355555556
Sesamum,1999,Kharif     ,Meghalaya,1304.0,680,6200.3,138393.52,352.08,0.588571429
Rice,2007,Kharif     ,Haryana,1072545.0,3606000,443.8,143077503.0,171607.2,3.191578947
Sesamum,2012,Rabi       ,Andhra Pradesh,41000.0,15000,968.7,6182800.0,12710.0,0.283846154
Moong(Green Gram),1998,Kharif     ,Karnataka,311720.0,61227,1260.8,30797936.0,90398.8,0.180769231
Small millets,1998,Kharif     ,Nagaland,4000.0,2000,1498.0,395200.0,1160.0,0.5
Maize,2006,Rabi       ,Karnataka,78902.0,237039,1146.3,10076574.42,17358.44,2.7208
Onion,2014,Whole Year ,Uttarakhand,2825.0,14786,1287.4,426462.0,932.25,5.744166667
Urad,2015,Rabi       ,Chhattisgarh,3301.0,848,1136.0,521260.91,1089.33,0.263809524
Maize,2004,Kharif     ,Andhra Pradesh,505358.0,1238622,781.8,54750485.72,106125.18,2.819545455
Rice,2008,Kharif     ,Himachal Pradesh,77709.0,118277,1357.1,11115495.36,6993.81,1.6
Coriander,1998,Whole Year ,Bihar,2971.0,1821,1332.5,293534.8,861.59,0.680512821
Sugarcane,2019,Whole Year ,Maharashtra,822407.0,69312919,1555.8,141256626.3,304290.59,69.62148148
Bajra,2005,Summer     ,Karnataka,917.0,1089,1316.2,109966.64,192.57,1.22
Sweet potato,2018,Kharif     ,Meghalaya,4723.0,15796,5649.1,766070.6,1653.05,3.697272727
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298.0,1003,1062.3,187548.02,350.46,0.736
Banana,2002,Whole Year ,Assam,42631.0,589595,1973.6,4035876.77,10657.75,13.77652174
Moth,2014,Kharif     ,Uttarakhand,37.0,16,1287.4,5585.52,12.21,0.43
Other Cereals,2014,Kharif     ,Uttarakhand,1209.0,587,1287.4,182510.64,398.97,0.498333333
Jowar,2019,Rabi       ,Tripura,335.0,269,2252.8,57539.6,123.95,0.8275
Bajra,2014,Kharif     ,Karnataka,234289.0,248601,1238.5,35368267.44,77315.37,0.985555556
Other  Rabi pulses,2013,Rabi       ,Manipur,5950.0,5445,1428.8,859715.5,1606.5,0.912222222
Other Kharif pulses,2002,Kharif     ,Gujarat,23300.0,12600,458.4,2205811.0,5825.0,0.564
Cardamom,2015,Whole Year ,Kerala,39730.0,19500,2602.9,6273764.3,13110.9,0.138571429
Coriander,2001,Whole Year ,Himachal Pradesh,308.0,105,918.1,31456.04,80.08,1.35125
other oilseeds,2005,Rabi       ,Uttarakhand,184.0,156,1353.3,22065.28,38.64,0.635
Masoor,1997,Rabi       ,Uttar Pradesh,505695.0,365390,473.9,48126993.15,156765.45,0.76925
Onion,2006,Rabi       ,Uttar Pradesh,7525.0,144345,590.5,961017.75,1655.5,19.17927536
Small millets,2014,Kharif     ,Sikkim,2960.0,2970,2627.0,446841.6,976.8,1.0
Urad,2013,Kharif     ,Bihar,15503.0,14142,1069.9,2240028.47,4185.81,0.918387097
Moong(Green Gram),2017,Autumn     ,Odisha,26254.0,8381,1344.4,4133429.76,9976.52,0.383333333
Bajra,2008,Kharif     ,West Bengal,75.0,26,1560.1,10728.0,6.75,0.35
Coriander,1997,Whole Year ,Bihar,3097.0,1509,1303.7,294741.49,960.07,0.462051282
Dry chillies,2016,Whole Year ,Assam,20546.0,18207,2296.8,3148674.5,7191.1,0.803333333
Arhar/Tur,2018,Kharif     ,Tripura,5533.0,4279,2169.1,897452.6,1936.55,0.7675
Dry chillies,1999,Whole Year ,Manipur,6920.0,4150,2092.7,734419.6,1868.4,0.642222222
Safflower,1999,Rabi       ,Odisha,2400.0,1150,1484.3,254712.0,648.0,0.374
Gram,2010,Rabi       ,Jharkhand,15453.0,10278,694.6,2566897.83,3708.72,0.642083333
